Site_Name,Latitude,Longitude,Elevation_mabsl,Site_Comments,Sample_ID,Type,Start_Date,Start_Time_Zone,Collection_Date,Collection_Time_Zone,Phase,Depth_meters,Sample_Comments,d2H,d18O,D17O,d2H_Analytical_SD,d18O_Analytical_SD,D17O_Analytical_SD,WI_Analysis_Source,Project_ID
,40.8722222200000,-74.113055560000,29.000000000000,,IPL-17O-IPL-18W-172,River_or_stream,,,"2018-05-19 00:00:00",,Liquid,,,-45.13000000000000,-6.21454416490000,0.00545709738776923,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,38.3588888900000,-79.084166670000,532.000000000000,,IPL-17O-IPL-18W-174,River_or_stream,,,"2018-08-01 00:00:00",,Liquid,,,-43.17500000000000,-6.37609249180000,0.0367926961947835,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,42.3019400000000,-71.119170000000,39.000000000000,,IPL-17O-IPL-18W-178,Lake_or_pond,,,"2018-07-01 00:00:00",,Liquid,,,-22.63000000000000,-0.46290036440000,0.0119733869440012,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,42.3069444400000,-71.119722220000,39.000000000000,,IPL-17O-IPL-18W-179,River_or_stream,,,,,Liquid,,,-48.66800000000000,-7.02401818510000,0.0260800520019933,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,47.6839000000000,-123.083900000000,1059.000000000000,,IPL-17O-IPL-18W-189,River_or_stream,,,"2018-08-03 00:00:00",,Liquid,,,-88.41100000000000,-12.03099018290000,0.0384910950463491,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,43.2816670000000,-110.657778000000,2332.000000000000,,IPL-17O-IPL-18W-196,River_or_stream,,,"2018-06-20 00:00:00",,Liquid,,,-129.22500000000000,-17.34475404420000,0.03121087191737,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,43.7650000000000,-110.750833000000,2476.000000000000,,IPL-17O-IPL-18W-197,River_or_stream,,,"2018-06-21 00:00:00",,Liquid,,,-133.33400000000000,-17.96926568600000,0.0247499193857434,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,41.7449100000000,-111.749320000000,1954.000000000000,,IPL-17O-IPL-18W-226,River_or_stream,,,"2018-08-07 00:00:00",,Liquid,,,-124.64300000000000,-16.07988121340000,0.0279110592298517,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,41.5233500000000,-109.469570000000,2074.000000000000,,IPL-17O-IPL-18W-228,River_or_stream,,,"2018-08-07 00:00:00",,Liquid,,,-119.70100000000000,-15.41535268650000,0.015181949711021,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,43.2674000000000,-110.655700000000,2332.000000000000,,IPL-17O-IPL-18W-245,River_or_stream,,,"2018-07-16 00:00:00",,Liquid,,,-108.96200000000000,-12.26346134400000,0.0273677957537335,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,44.6427300000000,-110.865450000000,2348.000000000000,,IPL-17O-IPL-18W-248,River_or_stream,,,"2018-08-03 00:00:00",,Liquid,,,-134.32300000000000,-17.77620247120000,0.0428352125112062,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,37.2024700000000,-112.983600000000,1821.000000000000,,IPL-17O-IPL-18W-249,River_or_stream,,,"2018-08-12 00:00:00",,Liquid,,,-94.05400000000000,-12.31120679600000,0.0286240025761639,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,65.7491700000000,-156.596410000000,49.000000000000,,IPL-17O-IPL-18W-251,River_or_stream,,,"2018-07-05 00:00:00",,Liquid,,,-132.77200000000000,-17.73048922920000,0.0419782055687801,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,40.3943500000000,-105.654550000000,2930.000000000000,,IPL-17O-IPL-18W-257,River_or_stream,,,"2018-08-03 00:00:00",,Liquid,,,-128.16100000000000,-16.74320068900000,0.0311536059532127,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,39.0200600000000,-112.087370000000,2169.000000000000,,IPL-17O-IPL-18W-258,River_or_stream,,,"2018-08-06 00:00:00",,Liquid,,,-119.12100000000000,-15.60805111780000,0.0326000380391252,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,37.5021962000000,117.857664700000,13.000000000000,,IPL-17O-IPL-18W-282,River_or_stream,,,"2018-08-29 00:00:00",,Liquid,,,-61.40500000000000,-7.97434360140000,0.0188710815038773,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,68.7900300000000,-149.604710000000,174.000000000000,,IPL-17O-IPL-18W-290,River_or_stream,,,"2018-07-06 00:00:00",,Liquid,,,-155.31400000000000,-20.31442651850000,0.0361785352198289,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,68.6468400000000,-149.411800000000,932.000000000000,,IPL-17O-IPL-18W-292,River_or_stream,,,"2018-07-06 00:00:00",,Liquid,,,-155.94100000000000,-19.78835523390000,0.0245588374841663,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,45.5401000000000,-122.219398000000,219.000000000000,,IPL-17O-IPL-18W-305,River_or_stream,,,"2018-06-15 00:00:00",,Liquid,,,-63.99200000000000,-8.81174248330000,0.0313430449148484,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,42.9579300000000,-108.822300000000,1685.000000000000,,IPL-17O-IPL-18W-312,Lake_or_pond,,,"2018-07-01 00:00:00",,Liquid,,,-87.70900000000000,-7.65286642790000,0.0103894982448907,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,39.5605500000000,-107.252400000000,2556.000000000000,,IPL-17O-IPL-18W-314,River_or_stream,,,"2018-07-01 00:00:00",,Liquid,,,-119.98500000000000,-15.54256375080000,0.028154719545518,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-0.2745411350000,35.070269390000,1471.000000000000,,IPL-17O-IPL-18W-321,River_or_stream,,,"2018-07-20 00:00:00",,Liquid,,,-2.49000000000000,-2.79953789250000,0.0249508765127318,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-0.2811969050000,35.062843280000,1471.000000000000,,IPL-17O-IPL-18W-322,River_or_stream,,,"2018-07-21 00:00:00",,Liquid,,,0.47000000000000,-1.51336247220000,0.0193416879982877,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,52.4594440000000,158.164167000000,581.000000000000,,IPL-17O-IPL-18W-336,River_or_stream,,,"2018-08-25 00:00:00",,Liquid,,,-103.94900000000000,-14.52980749190000,0.0438838888177177,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,46.5923000000000,11.733900000000,2015.000000000000,,IPL-17O-IPL-18W-362,River_or_stream,,,"2013-08-20 00:00:00",,Liquid,,,-85.43000000000000,-11.45725411870000,0.0235806564120335,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,44.8413630000000,11.626322000000,8.000000000000,,IPL-17O-IPL-18W-368,River_or_stream,,,"2018-07-02 00:00:00",,Liquid,,,-65.49800000000000,-8.60830389210000,0.0287922704755563,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,44.6982350000000,12.166326000000,3.000000000000,,IPL-17O-IPL-18W-369,River_or_stream,,,"2018-07-03 00:00:00",,Liquid,,,-59.67100000000000,-8.79503382300000,0.0176268334352301,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,45.2200000000000,12.280000000000,1.000000000000,,IPL-17O-IPL-18W-371,River_or_stream,,,"2018-07-05 00:00:00",,Liquid,,,-7.07700000000000,-0.56852351180000,-0.0127680240448901,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,45.4330000000000,12.339000000000,1.000000000000,,IPL-17O-IPL-18W-375,Lake_or_pond,,,"2018-07-12 00:00:00",,Liquid,,,2.74300000000000,0.42767982970000,-0.0117389977498908,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,7.6547220000000,-58.924167000000,190.000000000000,,IPL-17O-IPL-18W-386,River_or_stream,,,"2018-08-29 00:00:00",,Liquid,,,1.10000000000000,-0.02470931200000,0.0129477753979311,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,6.9694290000000,-58.514128000000,5.000000000000,,IPL-17O-IPL-18W-389,River_or_stream,,,"2018-08-29 00:00:00",,Liquid,,,-9.83900000000000,-2.49104265760000,0.0139219566107294,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-2.4294000000000,34.802000000000,1493.000000000000,,IPL-17O-IPL-18W-421,River_or_stream,,,"2018-02-16 00:00:00",,Liquid,,,12.25000000000000,1.96489054840000,-0.0103470358095889,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,37.2667090000000,-107.010328000000,2291.000000000000,,IPL-17O-IPL-18W-428,River_or_stream,,,"2018-08-26 00:00:00",,Liquid,,,-86.26100000000000,-11.01396974560000,0.0183397968898769,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,37.6853700000000,-106.351100000000,2615.000000000000,,IPL-17O-IPL-18W-429,River_or_stream,,,"2018-08-26 00:00:00",,Liquid,,,-94.53600000000000,-12.02245786740000,0.0148370522557735,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,40.0149570000000,-105.280657000000,1709.000000000000,,IPL-17O-IPL-18W-495,River_or_stream,,,"2018-10-03 00:00:00",,Liquid,,,-119.82100000000000,-15.32264369450000,0.0288679893434844,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,64.5836900000000,-142.382500000000,891.000000000000,,IPL-17O-IPL-18W-51,River_or_stream,,,"2018-06-03 00:00:00",,Liquid,,,-152.04500000000000,-19.44796930210000,0.0328023065778611,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,65.4592800000000,-15.803440000000,640.000000000000,,IPL-17O-IPL-18W-513,Lake_or_pond,,,"2018-08-01 00:00:00",,Liquid,,,-48.83600000000000,-4.48134703790000,0.0205082624862738,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,65.6205500000000,-16.191380000000,391.000000000000,,IPL-17O-IPL-18W-514,River_or_stream,,,"2018-08-01 00:00:00",,Liquid,,,-96.90200000000000,-13.27913376620000,0.0276830490517348,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,64.9511600000000,-14.636790000000,572.000000000000,,IPL-17O-IPL-18W-516,River_or_stream,,,"2018-08-02 00:00:00",,Liquid,,,-60.99200000000000,-8.34875079670000,0.0309289586811636,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,64.8126750000000,-14.636370000000,493.000000000000,,IPL-17O-IPL-18W-520,River_or_stream,,,"2018-08-02 00:00:00",,Liquid,,,-59.27000000000000,-8.58394914180000,0.0356286957915431,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,78.2479290000000,15.468171000000,464.000000000000,,IPL-17O-IPL-18W-534,River_or_stream,,,"2018-07-22 00:00:00",,Liquid,,,-78.77000000000000,-10.91948105880000,0.0337912116889196,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,43.8133330000000,-76.074722000000,154.000000000000,,IPL-17O-IPL-18W-605,River_or_stream,,,"2018-05-08 00:00:00",,Liquid,,,-77.83700000000000,-10.55791631120000,0.0308111449119597,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,47.5279690000000,-122.037119000000,122.000000000000,,IPL-17O-IPL-18W-639,River_or_stream,,,"2018-12-11 00:00:00",,Liquid,,,-67.61400000000000,-8.56998000840000,0.0281276105392605,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,47.5583400000000,-122.066000000000,122.000000000000,,IPL-17O-IPL-18W-640,River_or_stream,,,"2018-12-11 00:00:00",,Liquid,,,-65.09800000000000,-8.12245668910000,0.029169232413496,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,9.9673000000000,76.262300000000,2.000000000000,,IPL-17O-IPL-18W-649,Lake_or_pond,,,"2018-11-11 00:00:00",,Liquid,,,-0.47700000000000,-0.29964558950000,0.00838090151118537,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,38.9208378000000,-77.105926000000,710.000000000000,,IPL-17O-IPL-18W-661,River_or_stream,,,"2018-11-23 00:00:00",,Liquid,,,-40.75600000000000,-6.11881328730000,0.0322942007096731,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,30.1950000000000,-92.016390000000,11.000000000000,,IPL-17O-IPL-18W-670,River_or_stream,,,"2018-12-16 00:00:00",,Liquid,,,-12.59700000000000,-4.04155337720000,0.0286530611209235,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,39.4786100000000,-106.046100000000,3502.000000000000,,IPL-17O-IPL-18W-672,River_or_stream,,,"2018-12-07 00:00:00",,Liquid,,,-127.90400000000000,-16.61087272600000,0.0332533146084568,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,40.8578700000000,-73.211070000000,32.000000000000,,IPL-17O-IPL-18W-681,River_or_stream,,,"2018-12-06 00:00:00",,Liquid,,,-42.88300000000000,-6.72832264380000,0.0346420302095738,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,36.0474115000000,-79.011165700000,187.000000000000,,IPL-17O-IPL-18W-688,River_or_stream,,,"2018-12-16 00:00:00",,Liquid,,,-41.27200000000000,-6.39649504430000,0.0258986323324135,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,44.3058330000000,-71.772500000000,394.000000000000,,IPL-17O-IPL-18W-705,River_or_stream,,,"2018-12-28 00:00:00",,Liquid,,,-68.53100000000000,-9.36428932590000,0.0327680981708438,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,8.2000000000000,-59.733333000000,9.000000000000,,IPL-17O-IPL-18W-713,River_or_stream,,,"2018-12-30 00:00:00",,Liquid,,,-1.22100000000000,-0.52046603560000,0.0022907469790342,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,46.2715690000000,-110.805361000000,1697.000000000000,,IPL-17O-IPL-18W-716,River_or_stream,,,"2018-11-18 00:00:00",,Liquid,,,-135.84500000000000,-17.02445194270000,0.0345183907216411,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,40.5543000000000,-77.230600000000,232.000000000000,,IPL-17O-IPL-18W-744,River_or_stream,,,"2018-12-30 00:00:00",,Liquid,,,-53.02000000000000,-7.79437481900000,0.0295445343550043,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,43.3850265000000,-70.542177900000,50.000000000000,,IPL-17O-IPL-18W-752,River_or_stream,,,"2018-12-29 00:00:00",,Liquid,,,-51.95100000000000,-7.78363121390000,0.0355820974169969,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,42.9052780000000,-73.918333000000,130.000000000000,,IPL-17O-IPL-18W-757,River_or_stream,,,"2018-01-10 00:00:00",,Liquid,,,-73.14900000000000,-10.02007683230000,0.0371580568320553,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,39.0124110000000,140.660583000000,362.000000000000,,IPL-17O-IPL-18W-770,River_or_stream,,,"2018-09-29 00:00:00",,Liquid,,,-59.02400000000000,-9.89020404220000,0.0352223123711633,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,39.0124110000000,140.660583000000,362.000000000000,,IPL-17O-IPL-18W-771,River_or_stream,,,"2018-09-29 00:00:00",,Liquid,,,-59.57600000000000,-9.57286130040000,0.0425639393969499,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,45.9280000000000,-119.328900000000,159.000000000000,,IPL-17O-IPL-18W-804,River_or_stream,,,"2018-12-21 00:00:00",,Liquid,,,-128.04500000000000,-15.95259792090000,0.0441952871177084,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,46.9783000000000,-120.567600000000,728.000000000000,,IPL-17O-IPL-18W-808,River_or_stream,,,"2018-12-22 00:00:00",,Liquid,,,-96.14300000000000,-12.52562928980000,0.0318740974306788,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-37.5697470000000,175.132953000000,64.000000000000,,IPL-17O-IPL-18W-933,Lake_or_pond,,,"2018-09-28 00:00:00",,Liquid,,,-19.74600000000000,-3.63426840440000,0.0205961978980981,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-45.7590140000000,170.557764000000,201.000000000000,,IPL-17O-IPL-18W-948,River_or_stream,,,"2018-09-01 00:00:00",,Liquid,,,-43.29700000000000,-7.22966240540000,0.0202301375841647,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,62.0420490000000,-6.881993000000,205.000000000000,,IPL-17O-IPL-19W-1158,Lake_or_pond,,,"2019-07-06 00:00:00",,Liquid,,,-31.16300000000000,-4.49798751110000,0.00575077091106756,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-44.6998100000000,169.119240000000,672.000000000000,,IPL-17O-IPL-19W-1182,River_or_stream,,,"2019-07-08 00:00:00",,Liquid,,,-77.58600000000000,-10.67286451820000,0.0277776359093447,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,29.9733984000000,-90.091409700000,2.000000000000,,IPL-17O-IPL-19W-1263,River_or_stream,,,"2019-07-22 00:00:00",,Liquid,,,-8.34200000000000,-1.46533071370000,0.00932616412344564,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,47.9213210000000,106.919519000000,1458.000000000000,,IPL-17O-IPL-19W-1324,Tap,,,"2019-06-14 00:00:00",,Liquid,,,-106.18600000000000,-14.43756266860000,0.0172927854691118,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,45.6749450000000,107.717492000000,1296.000000000000,,IPL-17O-IPL-19W-1326,River_or_stream,,,"2019-07-01 00:00:00",,Liquid,,,-8.77200000000000,3.32695759220000,-0.0454576291581228,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,46.2171030000000,108.498461000000,1215.000000000000,,IPL-17O-IPL-19W-1327,Lake_or_pond,,,"2019-07-02 00:00:00",,Liquid,,,-49.82900000000000,-4.13114165930000,-0.0320932410702337,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,6.4190000000000,80.806000000000,271.000000000000,,IPL-17O-IPL-19W-776,River_or_stream,,,"2019-01-02 00:00:00",,Liquid,,,-27.11200000000000,-4.04298565140000,0.013473448343122,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,6.7890000000000,80.805000000000,1293.000000000000,,IPL-17O-IPL-19W-777,River_or_stream,,,"2019-01-03 00:00:00",,Liquid,,,-49.12600000000000,-7.86810946130000,0.0228365032244531,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,28.0008000000000,-81.747900000000,39.000000000000,,IPL-17O-IPL-19W-790,Lake_or_pond,,,"2019-01-19 00:00:00",,Liquid,,,13.39100000000000,3.46016241890000,0.0126357571687765,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,44.0800000000000,-116.100000000000,1484.000000000000,,IPL-17O-IPL-19W-815,River_or_stream,,,"2019-01-04 00:00:00",,Liquid,,,-124.16300000000000,-16.47357513240000,0.0336003477743256,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,44.0900000000000,-116.100000000000,1484.000000000000,,IPL-17O-IPL-19W-816,River_or_stream,,,"2019-01-04 00:00:00",,Liquid,,,-112.25100000000000,-14.13642961250000,0.0383973340886752,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,30.4430120000000,-94.824544000000,29.000000000000,,IPL-17O-IPL-19W-871,Lake_or_pond,,,"2019-02-11 00:00:00",,Liquid,,,-12.13800000000000,-2.65082856940000,0.00743140451116908,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,40.0480555600000,-119.672944400000,1606.000000000000,,IPL-17O-PL1,Lake_or_pond,,,"2016-11-15 00:00:00",,Liquid,,,-23.63000000000000,0.30550628550000,-0.044611794518326,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-13.5296110000000,-70.426111000000,1823.000000000000,,IPL-17O-R158_Peru,River_or_stream,,,"2017-05-13 00:00:00",,Liquid,,,-60.03000000000000,-9.88424820120000,0.0535944627143223,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-13.2303610000000,-70.356111000000,663.000000000000,,IPL-17O-R159_Peru,River_or_stream,,,"2017-05-12 00:00:00",,Liquid,,,-44.25000000000000,-7.75882082220000,0.0495399203875726,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-16.4296670000000,-70.457889000000,4546.000000000000,,IPL-17O-R193,River_or_stream,,,"2017-05-14 00:00:00",,Liquid,,,-110.72000000000000,-12.56398739450000,0.0204102045175252,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-16.2733060000000,-70.526250000000,4593.000000000000,,IPL-17O-R196,Lake_or_pond,,,"2017-05-14 00:00:00",,Liquid,,,-73.07000000000000,-3.74146258450000,-0.00659890831672238,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-16.2593610000000,-70.540778000000,4593.000000000000,,IPL-17O-R197,Lake_or_pond,,,"2017-05-14 00:00:00",,Liquid,,,-95.74000000000000,-9.17991342880000,-0.00494379719805061,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-16.1578330000000,-70.533361000000,4255.000000000000,,IPL-17O-R200,River_or_stream,,,"2017-05-14 00:00:00",,Liquid,,,-126.38000000000000,-16.01232143770000,0.0227964591782141,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-16.9071390000000,-70.632639000000,4536.000000000000,,IPL-17O-R206_Peru,River_or_stream,,,"2017-05-15 00:00:00",,Liquid,,,-91.25000000000000,-12.92632638720000,0.0260789709975357,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-15.1103330000000,-71.300639000000,4539.000000000000,,IPL-17O-R228_Peru,River_or_stream,,,"2017-05-18 00:00:00",,Liquid,,,-140.40000000000000,-19.52475957490000,0.0369178320527359,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-15.0753330000000,-71.797250000000,4641.000000000000,,IPL-17O-R229_Peru,River_or_stream,,,"2017-05-18 00:00:00",,Liquid,,,-141.61000000000000,-19.45829424760000,0.0282015191145977,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,-17.1641670000000,-70.872806000000,2135.000000000000,,IPL-17O-R92_Peru,River_or_stream,,,"2016-06-08 00:00:00",,Liquid,,,-82.81000000000000,-11.90672792120000,0.027014699564798,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,38.9531940000000,-120.098861000000,2211.000000000000,,IPL-17O-Tahoe25-EB,Lake_or_pond,,,"2016-11-14 00:00:00",,Liquid,,,-61.79800000000000,-6.92530147970000,0.0128355926556951,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,39.1802220000000,-119.930611000000,2238.000000000000,,IPL-17O-Tahoe3-E,Lake_or_pond,,,"2016-11-14 00:00:00",,Liquid,,,-50.38700000000000,-4.94487758400000,0.00607110294477107,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,39.2184170000000,-120.087361000000,2054.000000000000,,IPL-17O-Tahoe36-TrukeeOut,River_or_stream,,,"2016-11-15 00:00:00",,Liquid,,,-91.11400000000000,-10.65682976330000,0.0218270528896731,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,39.1917500000000,-119.979722000000,2238.000000000000,,IPL-17O-Tahoe4,Lake_or_pond,,,"2016-11-14 00:00:00",,Liquid,,,-51.14600000000000,-4.69685032190000,-0.00850188037580124,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,38.9223890000000,-119.990250000000,2205.000000000000,,IPL-17O-Tahoe50-UTrukee,River_or_stream,,,"2016-11-15 00:00:00",,Liquid,,,-85.60600000000000,-12.22397196730000,0.0214896897905828,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,39.1326390000000,-120.157611000000,1920.000000000000,,IPL-17O-TahoeRiver39,River_or_stream,,,"2016-11-15 00:00:00",,Liquid,,,-82.00500000000000,-13.05788353100000,0.0528299301576309,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
,39.1073330000000,-120.161556000000,1920.000000000000,,IPL-17O-TahoeRiver40,River_or_stream,,,"2016-11-15 00:00:00",,Liquid,,,-80.77300000000000,-12.59119887380000,0.041468849803195,0.3,0.9,0.01,"University of Michigan IsoPaleoLab",00287
"Junín rain sampler",-11.1539380000000,-75.999163000000,4111.000000000000,,"J1 (06/15/16)",Precipitation,,,"2016-06-15 00:00:00",,liquid,0.00000,"integrated 1-2 weeks. Rain station was installed in early May 2016",,-20.96400000000000,0.012,,,,,00386
"Junín rain sampler",-11.1539380000000,-75.999163000000,4111.000000000000,,"J3 (10/15/2016)",Precipitation,"2016-08-20 00:00:00",,"2016-10-15 00:00:00",,liquid,0.00000,,,-6.65900000000000,0.035,,0.316,0.006,,00386
"Junín rain sampler",-11.1539380000000,-75.999163000000,4111.000000000000,,"J6 (1/15/2017)",Precipitation,"2016-12-15 00:00:00",,"2017-01-15 00:00:00",,liquid,0.00000,,,-20.94100000000000,0.043,,0.253,0.009,,00386
"Junín rain sampler",-11.1539380000000,-75.999163000000,4111.000000000000,,"J7 (2/15/2017)",Precipitation,"2017-01-15 00:00:00",,"2017-02-15 00:00:00",,liquid,0.00000,,,-20.53900000000000,0.034,,0.197,0.004,,00386
"Junín rain sampler",-11.1539380000000,-75.999163000000,4111.000000000000,,"J8 (4/15/2017)",Precipitation,"2017-02-15 00:00:00",,"2017-04-15 00:00:00",,liquid,0.00000,,,-10.98100000000000,0.027,,0.151,0.002,,00386
Pinedale,42.9240000000000,-109.785330000000,2388.000000000000,,JHU-17O-1727,Precipitation,"2006-07-25 00:00:00",,"2006-08-01 00:00:00",,,,,,-10.41636992290000,-0.001828,,,0.011017,JHU,00388
"Alsea Guard Ranger Station",44.3846700000000,-123.609170000000,104.000000000000,,NQ7169,Precipitation,"1997-06-24 00:00:00",,"1997-07-01 00:00:00",,,,,,-7.12946392730000,0.013423,,,,JHU,00388
"H.J. Andrews Experimental Forest",44.2080000000000,-122.252000000000,436.000000000000,,NQ7295,Precipitation,"1997-06-24 00:00:00",,"1997-07-01 00:00:00",,,,,,-12.07253507780000,0.010407,,,,JHU,00388
"Alsea Guard Ranger Station",44.3846700000000,-123.609170000000,104.000000000000,,NQ7613,Precipitation,"1997-07-08 00:00:00",,"1997-07-15 00:00:00",,,,,,-6.55641231850000,0.013017,,,,JHU,00388
"H.J. Andrews Experimental Forest",44.2080000000000,-122.252000000000,436.000000000000,,NQ7749,Precipitation,"1997-07-08 00:00:00",,"1997-07-15 00:00:00",,,,,,-7.22477492380000,0.026675,,,,JHU,00388
Beeville,28.4666700000000,-97.704170000000,82.000000000000,,NQ7917,Precipitation,"1997-07-15 00:00:00",,"1997-07-22 00:00:00",,,,,,-0.18298325650000,-0.003912,,,0.004826,JHU,00388
"Great Plains Apiaries",34.9746700000000,-97.519500000000,331.000000000000,,NQ7942,Precipitation,"1997-07-15 00:00:00",,"1997-07-22 00:00:00",,,,,,0.49112056020000,-0.003706,,,0.00227,JHU,00388
"Yosemite National Park",37.7910000000000,-119.854830000000,1408.000000000000,,NQ8115,Precipitation,"1997-07-22 00:00:00",,"1997-07-29 00:00:00",,,,,,-4.47694845490000,0.013185,,,,JHU,00388
"Alsea Guard Ranger Station",44.3846700000000,-123.609170000000,104.000000000000,,NQ8815,Precipitation,"1997-08-19 00:00:00",,"1997-08-26 00:00:00",,,,,,-7.68531577450000,0.040047,,,0.008891,JHU,00388
"Clinton Crops Research Station",35.0221700000000,-78.273670000000,41.000000000000,,NQ8889,Precipitation,"1997-08-19 00:00:00",,"1997-08-26 00:00:00",,,,,,-6.67959168610000,0.032157,,,,JHU,00388
