xls,site_name,proxy,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,reference,doi,co2_as_published,proxy_category,category_reason,co2_superseded,co2_recalculated,co2_revised_reason,age_as_published,age_quarantined,age_superseded,age_recalculated,age_revised_reason,modern_latitude,modern_longitude
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1102.42,4,4,301.81,36.05,32.6,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1103.16,4,4,286.05,38.76,33.81,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1106.2,4,4,246.55,27.48,24.84,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1107.82,4,4,262.51,31.08,27.72,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1110.3,4,4,284.02,33.26,30.19,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1112.8,4,4,246.21,28.14,26.09,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1115.26,4,4,227.64,26.65,24.04,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1117.86,4,4,215.33,24.03,21.61,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1120.36,4,4,248.31,27.33,24.69,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1123.09,4,4,205.25,22.59,21.25,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1126.06,4,4,246.43,29.02,26.76,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1127.81,4,4,244.73,29.62,27.08,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1130.97,4,4,249.59,28.55,25.97,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1136.57,4,4,291.67,34.3,29.86,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1140.03,4,4,305.43,37.85,33.23,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1143.23,4,4,278.14,35.69,31.87,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1145.33,4,4,295.74,38.82,33.68,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1148.9,4,4,310.44,47.37,39.87,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1150.94,4,4,260.5,34.06,29.86,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1154.09,4,4,248.05,31.16,27.95,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1157.77,4,4,299.72,38.19,34.12,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1160.73,4,4,307.68,39.38,35.49,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1162.85,4,4,275.14,33.12,29.23,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1169.86,4,4,283.63,33.15,30.07,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1177.57,4,4,273.2,33.87,30.39,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1179.66,4,4,263.28,32.4,29.43,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1181.75,4,4,233.36,27.09,24.5,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1184.06,4,4,226.28,27.11,23.81,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1185.97,4,4,257.13,30.73,28.03,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1188.07,4,4,265.36,31.66,28.28,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1191.31,4,4,215.8,24.29,22.66,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1195.15,4,4,208.27,25.13,22.81,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1203.26,4,4,195.5,22.3,20.35,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1206.76,4,4,219.15,25.18,22.27,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1209.99,4,4,238.88,29.19,26,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1214.48,4,4,287.94,36.15,31.25,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1216.42,4,4,272.15,34.24,30.64,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1218.54,4,4,298.36,38.23,34.07,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1224.18,4,4,255.14,33.4,29.55,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1227.17,4,4,271.52,35.04,30.6,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1230.72,4,4,312.45,43.09,37.1,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1233.9,4,4,295.82,37.79,33.14,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1236.18,4,4,262.84,31.53,27.71,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1239.83,4,4,269.3,33.06,29.43,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1243.25,4,4,292.57,34.63,30.69,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,false,,false,false,,false,added age uncertainties based on LR04,12.74,-78.74
boron_isotopes_sosdian_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2368.61,6,6,429.64,82.6,66.86,"Sosdian, S.M., Greenop, R., Hain, M.P., Foster, G.L., Pearson, P.N. and Lear, C.H. (2018) Constraining the evolution of Neogene ocean carbonate chemistry using the boron isotope pH proxy. Earth and Planetary Science Letters 498, 362-376.",10.1016/j.epsl.2018.06.017,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,recalculated to match superseding data set of de la Vega 2020; this single data point was not include in that study,false,false,,true,"added age uncertainty based on LR04, recalculated age following updated age model of de la Vega et al. 2020",12.75,-78.73
